x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.05985632434587526,-0.613184333208273,2.322512421906705,0.5644534545167954,0.5644534545167954,-1.5372813221060313,0.6513459774516481,1.241025115722544,-0.5266296128965336,-0.321258758372457,-4.535689728542447,4.17221467669306,0.8964247219074125,-2.1372381959988807,-0.5247056694597949,-0.18201506898283903,-3.541981687401556,0.6279165211956899,2.322512421906705,1.2094493586405086,0
-0.5836604573054179,-1.7168575228553693,-0.5361964358460736,1.1326889609524322,1.1326889609524322,3.3631174522619043,-0.34475201767868985,-6.147045058287061,0.3878877170798863,0.22584444923533564,7.066253638400297,-3.368601958940767,1.239733307978622,-2.3283274855053726,-2.0384559430776026,0.15206265915339834,1.4742791868323624,0.0857105959677612,-0.5361964358460736,-0.9109677172715626,0
0.6328186361090995,0.7540140713944891,0.5481686087741731,-3.0613474416641977,-3.0613474416641977,1.7234827284617338,-1.1079252261948622,0.8430766677754744,-1.0041124247584468,1.0065154272942185,4.435341250113488,2.3500022768402036,-0.5097897289597362,1.0149563029775885,-0.13355630662935414,-1.2809774344385265,2.3521252225018467,-0.9052583710582482,0.5481686087741731,-0.424692953839477,1
0.6660248555449385,-1.2318587110719776,-0.6151592463881597,-0.09656449701289382,-0.09656449701289382,-2.362081398179553,-0.9260524618792649,-3.7247702059899677,-1.291843267510811,3.339638112380886,-1.4256285887214837,-1.4351942772596098,0.8220617843060168,-0.8634878107833612,0.9445726977591296,-0.6575415838632674,0.06134779794697298,2.600972094133794,-0.6151592463881597,1.2166732796112611,0
0.05914358169179254,-0.15985786583573805,1.1854286856950802,1.6757010538737158,1.6757010538737158,-2.002484570525497,0.7185965232500373,1.6306790485684104,0.7347096675729954,0.517747656002655,-5.180606876138789,3.4988115247954243,-0.3976508141954396,1.1533172264930196,-0.8666165278105357,1.4985910968357032,0.5819417755748113,-2.2462843982810763,1.1854286856950802,3.0117736158654433,1
-0.6847161543480678,1.0841165459049067,-1.1101039817672322,-0.8031399992420512,-0.8031399992420512,0.5636217001087949,0.04853913982263525,1.6525745420645062,0.36376990672783033,-1.1160048575887456,0.8119441647936653,2.2446205888364585,0.3114420846290003,-0.6047014683008738,-1.0344885732452047,-1.0177329400894606,-0.4228266107952008,-1.7083716176860402,-1.1101039817672322,1.1019201107917782,1
-1.1446176648765949,-0.04098753284461416,-0.06032140710028733,-0.5911734620384606,-0.5911734620384606,0.3407265165512483,-0.32137110185219164,2.666574799026561,0.4193460736613444,1.3348933805990766,1.1526407211307585,4.93628434357245,0.7410992282667114,0.7732302235074462,-2.0386339204805237,-0.6189896144478633,-1.2261411230267671,-3.1124293124293247,-0.06032140710028733,2.7622711888538465,1
-0.032628501909356664,0.47465364575734525,-3.888859514282809,1.2236667388818345,1.2236667388818345,-0.7479213297704252,-0.5356871181435664,1.4277110780865099,0.7212680802565271,2.5455668990711495,3.1586477278817395,-3.063951073899995,-2.4621591233850464,2.8996873808379107,-0.49614951089513737,2.022486906000581,0.10681143608904453,-1.6941557776118759,-3.888859514282809,-0.892991464497066,1
-1.5778064052596468,2.585790627217978,-2.321249955162431,0.2789623563789321,0.2789623563789321,-0.2702772629860547,-1.5660306160166126,-1.4954007591333456,-0.7440398410318515,-1.0563799026801957,0.10042421114253984,-3.056875643915075,1.9975000931796743,1.1556080816508085,-0.9414383890141865,-2.1906029164011374,1.9347300094883646,0.11635740082546153,-2.321249955162431,1.2507392677037512,1
-0.7639474022443523,-1.1199391370046168,-0.666926849383902,-0.1990638566619095,-0.1990638566619095,2.345571117817447,1.6426665178563478,-0.7490725668894118,-0.558420168487533,1.330559020678577,5.459444131139268,-2.0511192396239246,-0.730011522864486,0.0286279712147115,0.3662827840943106,-0.524318113969408,-0.9218517504334975,-0.07823009284200833,-0.666926849383902,-1.7284950469421392,0
